year,sex,age,value
2020,2,74,1241057
2020,2,75,1217497
2020,2,76,1177179
2020,2,77,1191718
2020,2,78,1030432
2020,2,79,933775
2020,2,80,869857
2020,2,81,801644
2020,2,82,755337
2020,2,83,681800
2020,2,84,634823
2020,2,85,592002
2020,2,86,512755
2020,2,87,477720
2020,2,88,436397
2020,2,89,395535
2020,2,90,358874
2020,2,91,303418
2020,2,92,265105
2020,2,93,223307
2020,2,94,181976
2020,2,95,149393
2020,2,96,116425
2020,2,97,87368
2020,2,98,65017
2020,2,99,46593
2020,2,100,70909
2021,2,0,2018009
2021,2,1,2018431
2021,2,2,2016921
2021,2,3,2013113
2021,2,4,2007866
2021,2,5,1967692
2021,2,6,1980773
2021,2,7,1975046
2021,2,8,1973014
2021,2,9,1976159
2021,2,10,1996991
2021,2,11,2000347
2021,2,12,2001616
2021,2,13,2064419
2021,2,14,2072799
2021,2,15,2057319
2021,2,16,2056628
2021,2,17,2068576
2021,2,18,2062982
2021,2,19,2064484
2021,2,20,2122665
2021,2,21,2160438
2021,2,22,2138746
2021,2,23,2149268
2021,2,24,2165106
2021,2,25,2181532
2021,2,26,2225809
2021,2,27,2269217
2021,2,28,2297811
2021,2,29,2359976
2021,2,30,2408555
2021,2,31,2402534
2021,2,32,2305635
2021,2,33,2249016
2021,2,34,2206394
2021,2,35,2211450
2021,2,36,2229321
2021,2,37,2164552
2021,2,38,2196606
2021,2,39,2196215
2021,2,40,2172108
2021,2,41,2201196
2021,2,42,2073894
2021,2,43,2032185
2021,2,44,2013233
2021,2,45,1950527
2021,2,46,2002051
2021,2,47,1944551
2021,2,48,1975789
2021,2,49,2056377
2021,2,50,2169007
2021,2,51,2182457
2021,2,52,2070085
2021,2,53,2026180
2021,2,54,2031864
2021,2,55,2065595
2021,2,56,2187324
2021,2,57,2232402
2021,2,58,2231968
2021,2,59,2226881
2021,2,60,2254743
2021,2,61,2263689
2021,2,62,2191112
2021,2,63,2175160
2021,2,64,2149778
2021,2,65,2070547
2021,2,66,2046557
2021,2,67,1963147
2021,2,68,1883389
2021,2,69,1802497
2021,2,70,1743362
2021,2,71,1690653
2021,2,72,1631407
2021,2,73,1600013
2021,2,74,1650833
2021,2,75,1215678
2021,2,76,1189730
2021,2,77,1147381
2021,2,78,1158027
2021,2,79,998145
2021,2,80,901032
2021,2,81,835718
2021,2,82,766339
2021,2,83,717789
2021,2,84,643480
2021,2,85,594506
2021,2,86,549752
2021,2,87,471786
2021,2,88,435082
2021,2,89,392980
2021,2,90,351692
2021,2,91,314674
2021,2,92,261999
2021,2,93,225109
2021,2,94,186202
2021,2,95,148767
2021,2,96,119559
2021,2,97,91067
2021,2,98,66671
2021,2,99,48335
2021,2,100,74827
